"label,image,item-count,item-key"
"energy_1.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_1.png","0","energy_1.png"
"energy_2.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_2.png","0","energy_2.png"
"energy_3.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_3.png","0","energy_3.png"
"energy_4.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_4.png","0","energy_4.png"
"energy_5.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_5.png","0","energy_5.png"
"energy_6.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_6.png","0","energy_6.png"
"energy_7.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_7.png","0","energy_7.png"
"energy_8.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_8.png","0","energy_8.png"
"energy_9.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_9.png","0","energy_9.png"
"energy_10.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_10.png","0","energy_10.png"
"energy_11.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_11.png","0","energy_11.png"
"energy_12.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_12.png","0","energy_12.png"
"energy_13.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_13.png","0","energy_13.png"
"energy_14.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_14.png","0","energy_14.png"
"energy_15.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_15.png","0","energy_15.png"
"energy_16.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_16.png","0","energy_16.png"
"energy_17.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_17.png","0","energy_17.png"
"energy_18.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_18.png","0","energy_18.png"
"energy_19.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_19.png","0","energy_19.png"
"energy_20.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_20.png","0","energy_20.png"
"energy_21.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_21.png","0","energy_21.png"
"energy_22.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_22.png","0","energy_22.png"
"energy_23.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_23.png","0","energy_23.png"
"energy_24.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_24.png","0","energy_24.png"
"energy_25.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_25.png","0","energy_25.png"
"energy_26.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_26.png","0","energy_26.png"
"energy_27.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_27.png","0","energy_27.png"
"energy_28.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_28.png","0","energy_28.png"
"energy_29.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_29.png","0","energy_29.png"
"energy_30.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_30.png","0","energy_30.png"
"energy_31.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_31.png","0","energy_31.png"
"energy_32.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_32.png","0","energy_32.png"
"energy_33.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_33.png","0","energy_33.png"
"energy_34.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_34.png","0","energy_34.png"
"energy_35.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_35.png","0","energy_35.png"
"energy_36.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_36.png","0","energy_36.png"
"energy_37.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_37.png","0","energy_37.png"
"energy_38.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_38.png","0","energy_38.png"
"energy_39.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_39.png","0","energy_39.png"
"energy_40.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_40.png","0","energy_40.png"
"energy_back.png","https://github.com/oscarechobravo/mealdealv1_cards/tree/main/cards/energy/energy_back.png","0","energy_back.png"
